feature,mean_importance
feature_1,-0.016138436140345908
feature_3_ratio_feature_1,-0.0019156385110702778
feature_3,-0.001565912313658191
feature_4,-0.0002513652235295816
feature_2,0.00021007340206823376
feature_1_diff_feature_3,0.0033702980719403698
feature_2_ratio_feature_4,0.008092740274434657
feature_4_multiply_feature_3,0.012063629831103867
feature_1_ratio_feature_3,0.01303120393178317
feature_2_diff_feature_3,0.015818531119908462
feature_4_ratio_feature_1,0.018060152540586533
feature_4_sum_feature_3,0.022185926995630392
feature_3_diff_feature_4,0.02915097195509475
feature_4_ratio_feature_2,0.03409032475583304
