feature,mean_importance
feature_2,-0.00035051442199136585
feature_3_diff_feature_4,0.0034486666790120857
feature_1,0.0038548801348471107
feature_4,0.014075330650185736
feature_4_ratio_feature_2,0.017168803434105193
feature_1_diff_feature_3,0.02135413242011758
feature_3_ratio_feature_1,0.023517010667215524
feature_4_multiply_feature_3,0.028345987216781644
feature_4_ratio_feature_1,0.0289337030481694
feature_3,0.03013875831935261
feature_2_ratio_feature_4,0.045862946349040645
feature_1_ratio_feature_3,0.046289666147545226
feature_2_diff_feature_3,0.04706372916107593
feature_4_sum_feature_3,0.055691033498222485
