feature,mean_importance
feature_3,-0.0070579323306522
feature_1_diff_feature_3,-0.005060770938963644
feature_4_ratio_feature_1,-0.0045690931854984965
feature_3_ratio_feature_1,-0.004202179538755718
feature_1,-0.004128181635413957
feature_1_ratio_feature_3,-0.0013411162234686635
feature_2,0.0020135573335630097
feature_2_diff_feature_3,0.002199237148332367
feature_4,0.002315970806819767
feature_4_ratio_feature_2,0.007701198562568745
feature_4_multiply_feature_3,0.008601469808035177
feature_3_diff_feature_4,0.009285811467011356
feature_4_sum_feature_3,0.011402059672770175
feature_2_ratio_feature_4,0.02012985767125002
