feature,mean_importance
feature_4_ratio_feature_2,-0.001319410897336727
feature_1,-0.0010002357717450532
feature_2,-0.0005501792654289212
feature_3_diff_feature_4,0.002886472765392786
feature_1_diff_feature_3,0.002935848073733395
feature_4,0.007512819859695154
feature_2_diff_feature_3,0.010303032594785034
feature_3,0.010335340337532108
feature_3_ratio_feature_1,0.010789583960273734
feature_4_ratio_feature_1,0.011762263624869897
feature_4_sum_feature_3,0.015657746699176127
feature_4_multiply_feature_3,0.025099949961629786
feature_2_ratio_feature_4,0.03056024011138636
feature_1_ratio_feature_3,0.04491831107670409
