iter	Passed	Remaining
355	9705	17557
356	9726	17519
357	9746	17477
358	9766	17437
359	9787	17400
360	9815	17373
361	9838	17339
362	9863	17309
363	9892	17285
364	9920	17258
365	9952	17239
366	9974	17203
367	10000	17175
368	10020	17134
369	10051	17114
370	10079	17088
371	10108	17064
372	10125	17021
373	10151	16991
374	10169	16949
375	10189	16910
376	10211	16874
377	10229	16833
378	10257	16806
379	10274	16762
380	10297	16730
381	10316	16689
382	10334	16647
383	10359	16619
384	10389	16596
385	10424	16582
386	10449	16551
387	10471	16517
388	10495	16485
389	10513	16444
390	10532	16405
391	10554	16369
392	10582	16344
393	10612	16323
394	10636	16290
395	10661	16261
396	10687	16233
397	10706	16194
398	10723	16152
399	10746	16120
400	10765	16080
401	10793	16056
402	10815	16022
403	10835	15984
404	10852	15944
405	10868	15901
406	10892	15870
407	10917	15840
408	10940	15808
409	10958	15769
410	10976	15730
411	10994	15691
412	11015	15656
413	11033	15618
414	11050	15577
415	11070	15541
416	11101	15520
417	11133	15501
418	11155	15467
419	11176	15434
420	11203	15407
421	11228	15378
422	11252	15348
423	11274	15316
424	11294	15280
425	11317	15249
426	11339	15217
427	11359	15180
428	11379	15146
429	11413	15129
430	11454	15121
431	11472	15084
432	11508	15069
433	11553	15067
434	11581	15042
435	11599	15004
436	11625	14977
437	11644	14940
438	11661	14902
439	11683	14870
440	11700	14831
441	11728	14806
442	11745	14767
443	11765	14733
444	11785	14698
445	11805	14663
446	11829	14635
447	11848	14598
448	11874	14572
449	11896	14540
450	11935	14529
451	11968	14510
452	11986	14474
453	12010	14444
454	12031	14411
455	12052	14378
456	12077	14350
457	12095	14313
458	12117	14282
459	12135	14245
460	12160	14218
461	12181	14185
462	12198	14148
463	12227	14125
464	12244	14087
465	12272	14063
466	12290	14028
467	12313	13997
468	12334	13964
469	12353	13930
470	12378	13903
471	12411	13884
472	12472	13896
473	12496	13867
474	12521	13840
475	12541	13806
476	12567	13779
477	12589	13748
478	12615	13721
479	12632	13684
480	12649	13649
481	12670	13616
482	12691	13584
483	12716	13557
484	12733	13521
485	12756	13491
486	12790	13473
487	12845	13476
488	12885	13465
489	12941	13470
490	12974	13450
491	13003	13426
492	13023	13393
493	13042	13359
494	13067	13331
495	13086	13298
496	13116	13274
497	13153	13259
498	13187	13240
499	13215	13215
500	13234	13181
501	13265	13159
502	13290	13131
503	13321	13110
504	13343	13078
505	13372	13054
506	13389	13019
507	13420	12997
508	13461	12985
509	13481	12952
510	13500	12918
511	13525	12891
512	13543	12857
513	13566	12827
514	13588	12796
515	13613	12768
516	13632	12735
517	13653	12705
518	13671	12670
519	13691	12638
520	13712	12607
521	13734	12576
522	13762	12552
523	13782	12519
524	13806	12491
525	13826	12460
526	13858	12438
527	13881	12409
528	13911	12386
529	13940	12362
530	13976	12344
531	14003	12318
532	14021	12285
533	14038	12251
534	14062	12222
535	14081	12190
536	14106	12162
537	14126	12131
538	14145	12098
539	14168	12069
540	14188	12037
541	14212	12009
542	14232	11978
543	14255	11949
544	14275	11917
545	14299	11890
546	14317	11857
547	14338	11826
548	14371	11805
549	14398	11780
550	14422	11752
551	14456	11733
552	14496	11717
553	14515	11685
554	14541	11659
555	14561	11628
556	14586	11600
557	14611	11573
558	14630	11541
559	14654	11514
560	14671	11481
561	14697	11454
562	14715	11422
563	14739	11394
564	14760	11364
565	14784	11336
566	14807	11307
567	14828	11277
568	14852	11250
569	14874	11221
570	14905	11198
571	14924	11167
572	14951	11141
573	14981	11118
574	15019	11101
575	15047	11076
576	15065	11044
577	15089	11016
578	15112	10988
579	15133	10958
580	15153	10928
581	15171	10896
582	15192	10866
583	15215	10838
584	15242	10812
585	15261	10782
586	15288	10756
587	15313	10729
588	15337	10702
589	15357	10672
590	15378	10642
591	15399	10613
592	15418	10582
593	15445	10557
594	15486	10541
595	15508	10512
596	15529	10483
597	15549	10453
598	15571	10424
599	15597	10398
600	15619	10370
601	15648	10345
602	15667	10315
603	15689	10286
604	15707	10255
605	15729	10226
606	15751	10198
607	15770	10167
608	15799	10143
609	15816	10112
610	15851	10091
611	15883	10069
612	15905	10041
613	15925	10011
614	15947	9983
615	15972	9957
616	15997	9930
617	16017	9900
618	16040	9872
619	16063	9845
620	16086	9817
621	16104	9787
622	16127	9759
623	16148	9730
624	16172	9703
625	16194	9675
626	16213	9645
627	16237	9618
628	16259	9589
629	16286	9564
630	16305	9535
631	16327	9507
632	16348	9478
633	16366	9448
634	16391	9422
635	16410	9392
636	16435	9366
637	16455	9336
638	16501	9322
639	16524	9294
640	16545	9266
641	16570	9240
642	16598	9215
643	16622	9188
644	16645	9161
645	16666	9132
646	16690	9106
647	16708	9076
648	16731	9049
649	16752	9020
650	16771	8991
651	16794	8964
652	16813	8934
653	16837	8908
654	16862	8881
655	16886	8854
656	16909	8827
657	16930	8799
658	16949	8770
659	16976	8745
660	16996	8716
661	17025	8692
662	17044	8663
663	17065	8635
664	17087	8607
665	17105	8578
666	17133	8553
667	17156	8527
668	17190	8505
669	17213	8478
670	17236	8451
671	17254	8421
672	17277	8394
673	17299	8367
674	17325	8341
675	17346	8313
676	17366	8285
677	17386	8257
678	17404	8228
679	17434	8204
680	17453	8175
681	17483	8152
682	17526	8134
683	17596	8129
684	17635	8109
685	17664	8085
686	17683	8056
687	17702	8028
688	17725	8000
689	17745	7972
690	17769	7946
691	17789	7918
692	17818	7893
693	17836	7864
694	17863	7839
695	17882	7810
696	17899	7781
697	17918	7752
698	17934	7722
699	17958	7696
700	17980	7669
701	18004	7642
702	18032	7618
703	18051	7589
704	18078	7564
705	18098	7536
706	18122	7510
707	18141	7481
708	18162	7454
709	18185	7428
710	18208	7401
711	18229	7373
712	18248	7345
713	18273	7319
714	18296	7292
715	18330	7270
716	18359	7246
717	18390	7223
718	18436	7205
719	18468	7182
720	18510	7162
721	18546	7141
722	18577	7117
723	18615	7096
724	18632	7067
725	18666	7044
726	18695	7020
727	18727	6997
728	18749	6969
729	18774	6944
730	18803	6919
731	18826	6892
732	18849	6866
733	18872	6839
734	18891	6811
735	18916	6785
736	18933	6756
737	18957	6730
738	18974	6701
739	18998	6675
740	19021	6648
741	19057	6626
742	19102	6607
743	19126	6581
744	19145	6553
745	19169	6526
746	19186	6498
747	19215	6473
748	19234	6445
749	19261	6420
750	19280	6392
751	19306	6367
752	19326	6339
753	19353	6314
754	19372	6286
755	19396	6260
756	19418	6233
757	19441	6206
758	19465	6180
759	19483	6152
760	19511	6127
761	19554	6107
762	19577	6081
763	19601	6054
764	19622	6027
765	19646	6001
766	19671	5975
767	19696	5949
768	19718	5923
769	19758	5901
770	19780	5875
771	19803	5848
772	19821	5820
773	19844	5794
774	19870	5768
775	19890	5741
776	19911	5714
777	19930	5687
778	19954	5660
779	19981	5635
780	20010	5611
781	20034	5585
782	20063	5560
783	20092	5535
784	20113	5508
785	20131	5481
786	20155	5455
787	20173	5427
788	20198	5401
789	20216	5374
790	20236	5346
791	20258	5320
792	20277	5293
793	20304	5267
794	20327	5241
795	20350	5215
796	20368	5187
797	20390	5161
798	20413	5135
799	20437	5109
800	20458	5082
801	20476	5055
802	20501	5029
803	20521	5002
804	20581	4985
805	20617	4962
806	20643	4936
807	20661	4909
808	20685	4883
809	20708	4857
810	20732	4831
811	20753	4804
812	20770	4777
813	20794	4751
814	20813	4724
815	20842	4699
816	20862	4672
817	20884	4646
818	20905	4620
819	20932	4595
820	20954	4568
821	20973	4541
822	20995	4515
823	21015	4488
824	21038	4462
825	21062	4436
826	21097	4413
827	21121	4387
828	21145	4361
829	21164	4334
830	21193	4310
831	21228	4286
832	21254	4261
833	21272	4234
834	21296	4208
835	21315	4181
836	21340	4155
837	21360	4129
838	21386	4103
839	21406	4077
840	21425	4050
841	21443	4023
842	21462	3997
843	21482	3970
844	21499	3943
845	21522	3917
846	21540	3890
847	21585	3869
848	21613	3844
849	21638	3818
850	21658	3792
851	21686	3767
852	21704	3740
853	21729	3714
854	21747	3688
855	21764	3661
856	21794	3636
857	21813	3610
858	21836	3584
859	21854	3557
860	21881	3532
861	21901	3506
862	21925	3480
863	21946	3454
864	21964	3428
865	21984	3401
866	22004	3375
867	22023	3349
868	22046	3323
869	22082	3299
870	22110	3274
871	22133	3248
872	22150	3222
873	22173	3196
874	22195	3170
875	22216	3144
876	22236	3118
877	22253	3092
878	22278	3066
879	22295	3040
880	22319	3014
881	22339	2988
882	22361	2963
883	22386	2937
884	22407	2911
885	22428	2885
886	22447	2859
887	22469	2833
888	22487	2807
889	22505	2781
890	22533	2756
891	22549	2730
892	22583	2705
893	22618	2681
894	22641	2656
895	22664	2630
896	22687	2605
897	22710	2579
898	22738	2554
899	22762	2529
900	22783	2503
901	22799	2477
902	22823	2451
903	22843	2425
904	22866	2400
905	22885	2374
906	22901	2348
907	22925	2322
908	22947	2297
909	22973	2272
910	22992	2246
911	23015	2220
912	23038	2195
913	23069	2170
914	23099	2145
915	23131	2121
916	23150	2095
917	23182	2070
918	23208	2045
919	23229	2019
920	23247	1994
921	23280	1969
922	23299	1943
923	23325	1918
924	23342	1892
925	23366	1867
926	23385	1841
927	23403	1815
928	23427	1790
929	23444	1764
930	23467	1739
931	23489	1713
932	23522	1689
933	23555	1664
934	23589	1639
935	23633	1615
936	23658	1590
937	23741	1569
938	23946	1555
939	23967	1529
940	23988	1504
941	24011	1478
942	24036	1452
943	24068	1427
944	24091	1402
945	24120	1376
946	24157	1351
947	24185	1326
948	24207	1300
949	24228	1275
950	24252	1249
951	24275	1223
952	24293	1198
953	24319	1172
954	24341	1146
955	24366	1121
956	24384	1095
957	24407	1070
958	24425	1044
959	24453	1018
960	24477	993
961	24497	967
962	24517	942
963	24541	916
964	24567	891
965	24584	865
966	24617	840
967	24655	815
968	24676	789
969	24698	763
970	24718	738
971	24735	712
972	24756	686
973	24776	661
974	24799	635
975	24819	610
976	24838	584
977	24858	559
978	24882	533
979	24911	508
980	24937	482
981	24963	457
982	24980	432
983	25002	406
984	25023	381
985	25052	355
986	25080	330
987	25111	304
988	25133	279
989	25157	254
990	25174	228
991	25197	203
992	25227	177
993	25261	152
994	25282	127
995	25307	101
996	25326	76
997	25350	50
998	25369	25
999	25389	0
