iter	Logloss
289	0.2543632089
290	0.2543208443
291	0.2542900764
292	0.2542550929
293	0.2542268787
294	0.2542007109
295	0.254174236
296	0.2541150337
297	0.2540684016
298	0.2540204671
299	0.2540108213
300	0.2539934797
301	0.2539641188
302	0.2539208291
303	0.2538993411
304	0.2538651926
305	0.2538196709
306	0.2537814307
307	0.2537507514
308	0.2537263116
309	0.2537121456
310	0.2536842823
311	0.2536498996
312	0.2536258716
313	0.2535971133
314	0.2535654371
315	0.2535339028
316	0.2535176963
317	0.2534746437
318	0.2534544777
319	0.2534059144
320	0.2533751611
321	0.2533448173
322	0.2533157429
323	0.2532881521
324	0.2532529029
325	0.2532180968
326	0.2531920136
327	0.2531694611
328	0.2531293152
329	0.2530910883
330	0.2530606146
331	0.253028912
332	0.2530004995
333	0.2529629998
334	0.2529234646
335	0.2528845484
336	0.2528441565
337	0.2528211637
338	0.2527918454
339	0.2527613142
340	0.252721688
341	0.2526758966
342	0.2526674875
343	0.2526391167
344	0.2526226802
345	0.2526029877
346	0.2525707012
347	0.2525377807
348	0.252517847
349	0.2524956798
350	0.2524670311
351	0.2524406258
352	0.2524133718
353	0.2523976976
354	0.2523728668
355	0.2523502117
356	0.2523478877
357	0.2523210081
358	0.2522714717
359	0.2522350641
360	0.2522212094
361	0.2521945545
362	0.2521585245
363	0.2521574366
364	0.2521564602
365	0.2521554838
366	0.2521266491
367	0.2521022381
368	0.2520725827
369	0.2520276399
370	0.2520012936
371	0.2519720791
372	0.2519489064
373	0.251927735
374	0.2518987276
375	0.251868721
376	0.2518265913
377	0.251825636
378	0.2517996406
379	0.2517629989
380	0.2517434454
381	0.2517131603
382	0.2516847306
383	0.2516528963
384	0.2516190628
385	0.2515795051
386	0.2515784916
387	0.2515463052
388	0.2515198298
389	0.2514846539
390	0.2514646181
391	0.2513986594
392	0.2513977307
393	0.2513898463
394	0.2513704768
395	0.251355209
396	0.2513251356
397	0.251275662
398	0.2512497103
399	0.2512303339
400	0.2512013512
401	0.251175431
402	0.2511567328
403	0.251123188
404	0.2510900531
405	0.2510689098
406	0.2510586159
407	0.2510503087
408	0.2510255687
409	0.2509915768
410	0.2509473844
411	0.2509158821
412	0.2509080185
413	0.2508742147
414	0.2508702971
415	0.2508510369
416	0.2508043145
417	0.2507730289
418	0.2507426197
419	0.2507259448
420	0.2506973271
421	0.2506559677
422	0.2506500178
423	0.2506192663
424	0.2505943649
425	0.2505463444
426	0.2505125097
427	0.2504834387
428	0.2504564152
429	0.2504335914
430	0.2504171585
431	0.250385914
432	0.2503603423
433	0.2503366954
434	0.2503160642
435	0.2503014496
436	0.2502896525
437	0.2502611473
438	0.2502354537
439	0.2502028226
440	0.2501889343
441	0.2501448244
442	0.2501404531
443	0.2500855713
444	0.2500754943
445	0.2500541996
446	0.2500306292
447	0.2500204461
448	0.2500092432
449	0.2499764354
450	0.249949876
451	0.249926122
452	0.2498931354
453	0.2498625076
454	0.2498427981
455	0.2498205871
456	0.2497954162
457	0.2497814174
458	0.2497557973
459	0.2497261816
460	0.2496984447
461	0.2496684309
462	0.2496557344
463	0.2496298763
464	0.2496071967
465	0.249580368
466	0.2495557499
467	0.2495545083
468	0.2495377387
469	0.249494022
470	0.2494673257
471	0.2494283464
472	0.249406124
473	0.2493815201
474	0.2493596187
475	0.2493129127
476	0.2492933971
477	0.2492660668
478	0.249233944
479	0.2492031115
480	0.2491735304
481	0.2491449036
482	0.2491369874
483	0.2490963636
484	0.249074766
485	0.2490483872
486	0.2490241404
487	0.2489915248
488	0.2489699057
489	0.2489419332
490	0.2488985106
491	0.2488966482
492	0.2488760159
493	0.248851376
494	0.2488301207
495	0.2488120841
496	0.2487932251
497	0.2487555849
498	0.2487231389
499	0.2486962703
500	0.2486748621
501	0.2486481691
502	0.2486259092
503	0.2486029088
504	0.2485737291
505	0.2485447684
506	0.2485070569
507	0.2484982431
508	0.2484770445
509	0.2484610013
510	0.2484384165
511	0.248420644
512	0.2483971002
513	0.2483618879
514	0.2483354283
515	0.2483187337
516	0.2482950076
517	0.2482505959
518	0.2482220153
519	0.2482097779
520	0.2481854853
521	0.2481533004
522	0.2481526636
523	0.2481208204
524	0.2480970094
525	0.2480765818
526	0.2480618424
527	0.2480324288
528	0.2479926438
529	0.2479686663
530	0.2479451268
531	0.2479336406
532	0.2479147554
533	0.2478854919
534	0.2478584359
535	0.2478531567
536	0.2478313961
537	0.2478209184
538	0.2478119917
539	0.2477920327
540	0.2477739341
541	0.2477512513
542	0.2477314424
543	0.2477172825
544	0.2476934046
545	0.2476656368
546	0.2476561455
547	0.2476554929
548	0.2476325445
549	0.2475987334
550	0.2475621381
551	0.2475394636
552	0.2475375543
553	0.2475056005
554	0.247479825
555	0.2474603202
556	0.2474436137
557	0.2474169274
558	0.2473962109
559	0.2473773211
560	0.2473559336
561	0.2473269273
562	0.2473090639
563	0.2472926692
564	0.2472730353
565	0.247249479
566	0.2472247518
567	0.2472048137
568	0.2471766395
569	0.2471558589
570	0.2471355253
571	0.2471078762
572	0.2470797317
573	0.2470564021
574	0.2470247643
575	0.2470012718
576	0.2469850185
577	0.246976011
578	0.2469715061
579	0.24694154
580	0.2469116272
581	0.2468816731
582	0.2468551483
583	0.2468212409
584	0.2468027453
585	0.2467758894
586	0.2467490291
587	0.2467304143
588	0.2467118203
589	0.2466771583
590	0.2466527684
591	0.2466286056
592	0.2465943603
593	0.2465784202
594	0.2465567092
595	0.2465345808
596	0.246533997
597	0.2465123499
598	0.2464959837
599	0.2464637097
600	0.2464252226
601	0.2463905375
602	0.2463782244
603	0.2463701767
604	0.2463450963
605	0.2463437326
606	0.2463345802
607	0.2462944664
608	0.2462770836
609	0.2462506611
610	0.2462317691
611	0.2461979397
612	0.246174052
613	0.2461349395
614	0.2461086394
615	0.2460931684
616	0.2460845186
617	0.2460648786
618	0.2460503857
619	0.2460027951
620	0.2459824315
621	0.2459710898
622	0.2459563527
623	0.2459326769
624	0.2459070121
625	0.2458899522
626	0.2458892995
627	0.2458636191
628	0.2458353527
629	0.2458139285
630	0.2457837952
631	0.2457663739
632	0.2457263337
633	0.2456993736
634	0.2456988534
635	0.2456696418
636	0.2456550982
637	0.2456306094
638	0.245608447
639	0.2455915898
640	0.2455564194
641	0.2455381236
642	0.2455102343
643	0.2454789438
644	0.2454479575
645	0.2454338856
646	0.2453986614
647	0.2453751216
648	0.2453436899
649	0.2453058313
650	0.2452860287
651	0.2452632728
652	0.245248555
653	0.2452425394
654	0.2452074625
655	0.2451769078
656	0.245167551
657	0.2451392028
658	0.2451154931
659	0.2450907383
660	0.245065766
661	0.2450515992
662	0.2450279212
663	0.2450141815
664	0.245013794
665	0.244992973
666	0.2449796186
667	0.2449478681
668	0.2449288387
669	0.2449276608
670	0.2449051229
671	0.2448727143
672	0.2448405307
673	0.2448265827
674	0.2448162843
675	0.2448158014
676	0.2447845017
677	0.2447584712
678	0.2447388821
679	0.244718918
680	0.2446950991
681	0.2446874498
682	0.2446648106
683	0.2446483961
684	0.2446265917
685	0.2445991941
686	0.2445813448
687	0.2445370048
688	0.2445365855
689	0.2445269278
690	0.2444969322
691	0.2444956533
692	0.2444577741
693	0.2444312734
694	0.2444129785
695	0.2443982874
696	0.2443894571
697	0.2443884489
698	0.2443520995
699	0.2443377941
700	0.2443057923
701	0.2442903934
702	0.2442632369
703	0.244239809
704	0.2442273003
705	0.2442046843
706	0.2441897291
707	0.2441648099
708	0.2441548251
709	0.244137275
710	0.2441139371
711	0.244092375
712	0.2440666172
713	0.2440470897
714	0.2440288824
715	0.2440181785
716	0.2439771786
717	0.2439756933
718	0.2439654762
719	0.2439498756
720	0.243914076
721	0.2439136833
722	0.2439065367
723	0.2438846465
724	0.2438680393
725	0.2438308914
726	0.243815666
727	0.2437942864
728	0.2437741056
729	0.2437584824
730	0.2437269714
731	0.2437073381
732	0.2436747971
733	0.243649432
734	0.2436207158
735	0.2435938829
736	0.243574139
737	0.2435536923
738	0.2435206551
739	0.2434990497
740	0.2434840881
741	0.2434772278
742	0.2434480422
743	0.2434155201
744	0.243415069
745	0.2433882768
746	0.2433703018
747	0.2433697499
748	0.2433367239
749	0.2433160179
750	0.2432945473
751	0.2432673512
752	0.2432528625
753	0.2432385963
754	0.2432017387
755	0.2431837325
756	0.2431670332
757	0.2431434532
758	0.2431206524
759	0.2430963517
760	0.243071947
761	0.2430642006
762	0.2430363931
763	0.2430072751
764	0.2429807994
765	0.2429580396
766	0.2429359728
767	0.2429286766
768	0.2429099407
769	0.2429022028
770	0.242873968
771	0.2428595226
772	0.2428354276
773	0.2428177397
774	0.2427748176
775	0.2427485522
776	0.2427307642
777	0.2427113828
778	0.2426997779
779	0.2426744311
780	0.2426626626
781	0.2426296646
782	0.2426168728
783	0.2426064125
784	0.2425873774
785	0.2425630769
786	0.2425253277
787	0.2425036287
788	0.2424820782
789	0.242468221
790	0.2424529397
791	0.2424281823
792	0.2424214221
793	0.2424171395
794	0.2424160624
795	0.2423979304
796	0.2423708351
797	0.2423647189
798	0.2423349541
799	0.2423222193
800	0.2422836558
801	0.2422830986
802	0.242253422
803	0.2422303227
804	0.24221122
805	0.242199917
806	0.2421917425
807	0.2421783847
808	0.2421593952
809	0.2421590607
810	0.2421494199
811	0.242127567
812	0.2421019965
813	0.2420678712
814	0.2420667144
815	0.2420403018
816	0.2420399463
817	0.2420310615
818	0.2420114336
819	0.2419809378
820	0.2419804867
821	0.241965058
822	0.2419373466
823	0.2419245937
824	0.2418998932
825	0.241867681
826	0.2418523371
827	0.2418293239
828	0.2418206649
829	0.2418037828
830	0.2417963609
831	0.2417877304
832	0.2417434794
833	0.2417303651
834	0.2417089903
835	0.2416797542
836	0.2416573298
837	0.2416417182
838	0.2416233676
839	0.2416228209
840	0.2416086126
841	0.2415976996
842	0.2415973069
843	0.2415900976
844	0.2415841511
845	0.2415657868
846	0.2415654418
847	0.2415190248
848	0.2414995591
849	0.2414787572
850	0.2414560078
851	0.2414555143
852	0.2414372958
853	0.2414251384
854	0.2413961376
855	0.2413655086
856	0.2413406118
857	0.2413206958
858	0.2413151683
859	0.241303258
860	0.2412879448
861	0.2412693345
862	0.24124439
863	0.2412266457
864	0.2412048944
865	0.2411758488
866	0.2411599974
867	0.2411534787
868	0.2411322722
869	0.2410908241
870	0.2410610082
871	0.2410317792
872	0.2410145128
873	0.2409990627
874	0.240966905
875	0.2409553958
876	0.2409405518
877	0.2409125322
878	0.2408970285
879	0.2408847208
880	0.2408546239
881	0.2408307096
882	0.2408022268
883	0.240768031
884	0.2407403715
885	0.2407153316
886	0.2406897601
887	0.2406697548
888	0.2406619136
889	0.2406549774
890	0.2406346592
891	0.2406209932
892	0.2405990837
893	0.2405824246
894	0.2405598375
895	0.2405539998
896	0.2405257291
897	0.240504497
898	0.2404730558
899	0.2404606882
900	0.2404394797
901	0.2404203063
902	0.2404051755
903	0.2403853498
904	0.2403846812
905	0.2403585923
906	0.2403246689
907	0.2402986131
908	0.240298353
909	0.2402847942
910	0.2402676234
911	0.2402450837
912	0.2402234975
913	0.2402172779
914	0.2402124557
915	0.2401883223
916	0.2401498117
917	0.240149647
918	0.2401435098
919	0.2401244305
920	0.2401180856
921	0.2400900657
922	0.2400838269
923	0.2400622727
924	0.2400440477
925	0.2400111455
926	0.239977672
927	0.2399673088
928	0.2399443504
929	0.2399204806
930	0.2399109053
931	0.239893401
932	0.2398740274
933	0.2398474815
934	0.2398223648
935	0.2398220145
936	0.2397983127
937	0.2397727941
938	0.239748096
939	0.239720545
940	0.2397139418
941	0.2397102542
942	0.2396880446
943	0.2396744158
944	0.239646929
945	0.2396416032
946	0.2396160014
947	0.2395894784
948	0.2395803573
949	0.2395754547
950	0.2395450946
951	0.2395447815
952	0.2395435647
953	0.2395301793
954	0.2395154675
955	0.2394986549
956	0.2394778383
957	0.2394628774
958	0.2394562863
959	0.2394226903
960	0.2393996581
961	0.2393852731
962	0.2393737178
963	0.2393506982
964	0.2393339273
965	0.2393275883
966	0.2393039696
967	0.2392772355
968	0.2392525147
969	0.239219603
970	0.2392048599
971	0.2391713233
972	0.2391609199
973	0.2391514955
974	0.2391196107
975	0.239074646
976	0.2390598509
977	0.2390406037
978	0.2390124378
979	0.2389972365
980	0.2389820636
981	0.238960104
982	0.2389513345
983	0.2389390443
984	0.2389078758
985	0.2388965758
986	0.2388825326
987	0.2388784597
988	0.2388660278
989	0.2388654441
990	0.2388391834
991	0.2388255854
992	0.2388152083
993	0.2388148687
994	0.2387891534
995	0.2387591743
996	0.2387350741
997	0.2387053185
998	0.2386758186
999	0.238669288
