feature,mean_importance
feature_1,-0.002878699768267534
feature_2,0.0007903877182829616
feature_3,0.002872878305953089
feature_1_diff_feature_3,0.0065267219103624045
feature_3_diff_feature_4,0.006544044050210282
feature_4,0.009822421703898281
feature_1_ratio_feature_3,0.011650731678937102
feature_2_ratio_feature_4,0.0138140941780311
feature_3_ratio_feature_1,0.013894439487829705
feature_4_multiply_feature_3,0.015666908379704393
feature_4_ratio_feature_2,0.017578604233077128
feature_4_ratio_feature_1,0.027286721611247546
feature_2_diff_feature_3,0.03200272450510422
feature_4_sum_feature_3,0.03620907010908876
