feature,mean_importance
feature_1,0.002319890775870634
feature_2,0.004287797288089265
feature_1_diff_feature_3,0.010238959621903469
feature_4_ratio_feature_2,0.01332501811005828
feature_3_diff_feature_4,0.0165985207217386
feature_3,0.016691072831105647
feature_4,0.01748733649322377
feature_1_ratio_feature_3,0.018713354471492263
feature_4_ratio_feature_1,0.027369500763880606
feature_3_ratio_feature_1,0.03035854395978161
feature_4_sum_feature_3,0.031394232507583934
feature_2_ratio_feature_4,0.03521025843755567
feature_2_diff_feature_3,0.0431380680375182
feature_4_multiply_feature_3,0.052301636989318855
