feature,mean_importance
feature_2,-0.0012958401436513832
feature_1,-0.0002791031317167514
feature_4,0.02156573733422264
feature_4_ratio_feature_2,0.02157692780404155
feature_3_diff_feature_4,0.027818975433621405
feature_4_ratio_feature_1,0.03204420419486155
feature_1_diff_feature_3,0.03606528044186662
feature_2_ratio_feature_4,0.042195803779032856
feature_3,0.046989215968873
feature_4_sum_feature_3,0.04845981321863569
feature_3_ratio_feature_1,0.050910644583032495
feature_2_diff_feature_3,0.05370056330956301
feature_1_ratio_feature_3,0.059593846501574475
feature_4_multiply_feature_3,0.11744909014746185
