feature,mean_importance
feature_2,-0.0010899647967328896
feature_1,-0.0005610728054257109
feature_4,0.017927723904524052
feature_4_ratio_feature_1,0.024382018697811557
feature_3_diff_feature_4,0.02730507495148355
feature_4_ratio_feature_2,0.027791947238412724
feature_4_sum_feature_3,0.03948284857290984
feature_1_diff_feature_3,0.04132674223385864
feature_2_ratio_feature_4,0.04543154542109924
feature_3_ratio_feature_1,0.04981528892890716
feature_2_diff_feature_3,0.05459570803581952
feature_3,0.05481189829597273
feature_1_ratio_feature_3,0.06081968448871866
feature_4_multiply_feature_3,0.10736847701489052
