feature,mean_importance
feature_2,0.0
feature_1,0.0007057219579987937
feature_4_ratio_feature_1,0.03331193474690719
feature_1_diff_feature_3,0.03657692889486207
feature_3_diff_feature_4,0.04091173957492229
feature_4_ratio_feature_2,0.04281444038405446
feature_3,0.04888491362134033
feature_4,0.050873795246015964
feature_4_sum_feature_3,0.05779970938522838
feature_2_ratio_feature_4,0.0718374570643908
feature_1_ratio_feature_3,0.07957844498967441
feature_3_ratio_feature_1,0.08140979088010954
feature_2_diff_feature_3,0.08450778849048908
feature_4_multiply_feature_3,0.13674561212696495
