iter	Passed	Remaining
788	18875	5047
789	18905	5025
790	19040	5031
791	19093	5014
792	19137	4995
793	19264	4998
794	19307	4978
795	19341	4956
796	19366	4932
797	19412	4913
798	19569	4923
799	19602	4900
800	19628	4876
801	19656	4852
802	19727	4839
803	19776	4821
804	19795	4795
805	19815	4769
806	19829	4742
807	19854	4717
808	19876	4692
809	19901	4668
810	19934	4645
811	19967	4623
812	20001	4600
813	20036	4578
814	20052	4551
815	20069	4525
816	20085	4499
817	20103	4472
818	20119	4446
819	20142	4421
820	20155	4394
821	20173	4368
822	20191	4342
823	20204	4315
824	20246	4294
825	20284	4273
826	20358	4258
827	20406	4239
828	20434	4215
829	20482	4195
830	20550	4179
831	20601	4159
832	20654	4140
833	20701	4120
834	20786	4107
835	20804	4081
836	20821	4054
837	20898	4040
838	20921	4014
839	20935	3987
840	20960	3962
841	20981	3937
842	21013	3913
843	21032	3887
844	21054	3862
845	21068	3835
846	21092	3810
847	21109	3783
848	21132	3758
849	21156	3733
850	21178	3708
851	21212	3684
852	21228	3658
853	21244	3631
854	21255	3604
855	21266	3577
856	21277	3550
857	21288	3523
858	21297	3495
859	21311	3469
860	21323	3442
861	21340	3416
862	21356	3390
863	21373	3364
864	21384	3337
865	21402	3311
866	21414	3285
867	21427	3258
868	21457	3234
869	21473	3208
870	21493	3183
871	21556	3164
872	21567	3137
873	21578	3110
874	21593	3084
875	21608	3058
876	21624	3032
877	21637	3006
878	21652	2980
879	21673	2955
880	21691	2929
881	21710	2904
882	21739	2880
883	21760	2855
884	21785	2830
885	21810	2806
886	21835	2781
887	21857	2756
888	21868	2730
889	21884	2704
890	21896	2678
891	21905	2652
892	21917	2626
893	21932	2600
894	21946	2574
895	21959	2548
896	21971	2522
897	21983	2497
898	21999	2471
899	22014	2446
900	22036	2421
901	22054	2396
902	22067	2370
903	22082	2345
904	22095	2319
905	22105	2293
906	22118	2267
907	22133	2242
908	22151	2217
909	22167	2192
910	22184	2167
911	22201	2142
912	22213	2116
913	22251	2093
914	22271	2068
915	22292	2044
916	22309	2019
917	22328	1994
918	22342	1969
919	22354	1943
920	22368	1918
921	22381	1893
922	22395	1868
923	22407	1843
924	22427	1818
925	22442	1793
926	22457	1768
927	22469	1743
928	22481	1718
929	22500	1693
930	22524	1669
931	22547	1645
932	22563	1620
933	22575	1595
934	22586	1570
935	22597	1545
936	22610	1520
937	22624	1495
938	22639	1470
939	22652	1445
940	22667	1421
941	22684	1396
942	22704	1372
943	22716	1347
944	22738	1323
945	22771	1299
946	22816	1276
947	22838	1252
948	22853	1228
949	22873	1203
950	22891	1179
951	22911	1155
952	22921	1130
953	22933	1105
954	22949	1081
955	22965	1057
956	22986	1032
957	23019	1009
958	23046	985
959	23056	960
960	23065	936
961	23080	911
962	23099	887
963	23112	863
964	23127	838
965	23145	814
966	23159	790
967	23171	765
968	23183	741
969	23209	717
970	23221	693
971	23236	669
972	23248	645
973	23269	621
974	23279	596
975	23291	572
976	23303	548
977	23325	524
978	23340	500
979	23352	476
980	23367	452
981	23380	428
982	23393	404
983	23406	380
984	23428	356
985	23442	332
986	23451	308
987	23461	284
988	23473	261
989	23490	237
990	23511	213
991	23530	189
992	23557	166
993	23576	142
994	23590	118
995	23599	94
996	23614	71
997	23626	47
998	23648	23
999	23661	0
