iter	Logloss
329	0.2534334005
330	0.2534070806
331	0.2533703828
332	0.2533256567
333	0.2532980298
334	0.2532617633
335	0.2532606967
336	0.2532342243
337	0.2532012202
338	0.2531682987
339	0.2531411514
340	0.253108333
341	0.2530717776
342	0.253027717
343	0.253026698
344	0.2529859269
345	0.2529536462
346	0.2529389281
347	0.2529047066
348	0.2528787086
349	0.2528574706
350	0.2528293664
351	0.2527998027
352	0.2527716593
353	0.2527706723
354	0.2527416841
355	0.2527105206
356	0.2526871731
357	0.2526494099
358	0.252602962
359	0.2525693998
360	0.2525541424
361	0.2525259021
362	0.2525018471
363	0.2524746771
364	0.2524527588
365	0.2524270721
366	0.2523922328
367	0.2523756446
368	0.2523416599
369	0.2523203502
370	0.2522959776
371	0.2522948951
372	0.2522649865
373	0.2522160727
374	0.2521886073
375	0.2521529211
376	0.25213209
377	0.2520980821
378	0.2520734709
379	0.2520509014
380	0.2520195593
381	0.2519972612
382	0.2519631131
383	0.2519468332
384	0.2519237427
385	0.2518543091
386	0.2518223135
387	0.2517871182
388	0.2517579369
389	0.2517402643
390	0.2517192081
391	0.2516693854
392	0.2516559609
393	0.251632779
394	0.2516125888
395	0.2515969113
396	0.2515727582
397	0.2515530706
398	0.2514976992
399	0.2514549752
400	0.25142639
401	0.2514150293
402	0.2514020434
403	0.2513878883
404	0.251375041
405	0.2513619152
406	0.2513252076
407	0.2512816034
408	0.2512503449
409	0.2512230747
410	0.2512008826
411	0.2511602395
412	0.2511323506
413	0.2511049608
414	0.2510731531
415	0.2510504628
416	0.2510234173
417	0.2509886894
418	0.2509737424
419	0.2509150192
420	0.2508695518
421	0.2508316183
422	0.2507924491
423	0.2507608493
424	0.2507511958
425	0.2507287792
426	0.2507046214
427	0.2507037881
428	0.2506625152
429	0.2506295541
430	0.2506121682
431	0.2505817465
432	0.2505411508
433	0.2505078994
434	0.2504714537
435	0.2504412603
436	0.2504107632
437	0.2503744413
438	0.2503680139
439	0.2503454096
440	0.2503219402
441	0.2502796081
442	0.2502419663
443	0.2502233158
444	0.2502225462
445	0.2502042754
446	0.2501748372
447	0.2501387771
448	0.250123621
449	0.250100209
450	0.2500723741
451	0.25003402
452	0.2500150907
453	0.2499929202
454	0.2499734734
455	0.2499345073
456	0.2499101586
457	0.2499031574
458	0.2498703413
459	0.2498523729
460	0.2498282512
461	0.2498000223
462	0.2497614313
463	0.249722249
464	0.2497012877
465	0.2496712652
466	0.2496434808
467	0.2496023313
468	0.2495725662
469	0.2495516562
470	0.2495286749
471	0.2495020103
472	0.2494891296
473	0.2494699286
474	0.2494104618
475	0.2493859745
476	0.2493606037
477	0.2493370796
478	0.2493005426
479	0.2492720099
480	0.249263465
481	0.2492344629
482	0.2492130703
483	0.2491806362
484	0.2491498519
485	0.2491111942
486	0.2490785689
487	0.2490593246
488	0.2490515184
489	0.2490291565
490	0.24900667
491	0.2489754314
492	0.248962795
493	0.2489424189
494	0.2489099147
495	0.2488799564
496	0.2488690822
497	0.248854081
498	0.2488320164
499	0.248831422
500	0.2488079747
501	0.2487880223
502	0.2487587523
503	0.2487569165
504	0.2487277555
505	0.2487013143
506	0.2486762888
507	0.2486585089
508	0.2486415619
509	0.2486025472
510	0.2485751849
511	0.2485431075
512	0.2485209166
513	0.2484995487
514	0.2484988853
515	0.2484713891
516	0.2484386151
517	0.2484203357
518	0.2483961764
519	0.2483756881
520	0.2483527416
521	0.2483300275
522	0.2483294383
523	0.2482998047
524	0.2482718593
525	0.2482432561
526	0.248219631
527	0.2481931717
528	0.2481650135
529	0.2481375963
530	0.2481257631
531	0.2480828002
532	0.2480707076
533	0.248048637
534	0.2480240349
535	0.2479941538
536	0.2479693839
537	0.2479396017
538	0.2479064619
539	0.2479007233
540	0.247887241
541	0.2478590874
542	0.2478486286
543	0.2478248003
544	0.2478059929
545	0.2478033679
546	0.2477912474
547	0.2477647298
548	0.2477269143
549	0.2476932742
550	0.2476655624
551	0.2476426265
552	0.2475984184
553	0.2475735137
554	0.2475549816
555	0.2475052452
556	0.2474829996
557	0.2474380729
558	0.2474241044
559	0.2473890474
560	0.2473789295
561	0.2473569015
562	0.2473361127
563	0.2473086529
564	0.2472685649
565	0.2472445365
566	0.2472090616
567	0.2471852497
568	0.2471660241
569	0.2471458587
570	0.2471148474
571	0.2470878237
572	0.2470688103
573	0.2470393322
574	0.2470112731
575	0.2469796862
576	0.2469616002
577	0.2469493781
578	0.2469471178
579	0.246916023
580	0.2468970118
581	0.24686471
582	0.2468564815
583	0.2468262451
584	0.2468070287
585	0.2468037816
586	0.2467869114
587	0.246767827
588	0.2467531792
589	0.2467184035
590	0.2466936549
591	0.2466787965
592	0.2466647795
593	0.24663245
594	0.2466076851
595	0.2465900817
596	0.2465575937
597	0.2465338779
598	0.2465243161
599	0.2465162974
600	0.2465009968
601	0.2464734494
602	0.2464460462
603	0.2464186101
604	0.246399149
605	0.2463805463
606	0.2463531814
607	0.2463286548
608	0.2463169292
609	0.2462930618
610	0.2462748596
611	0.2462640274
612	0.2462421815
613	0.2462058632
614	0.2461828041
615	0.2461821567
616	0.2461591544
617	0.2461482519
618	0.2461208946
619	0.246086507
620	0.246066427
621	0.2460402551
622	0.2460321227
623	0.2460188258
624	0.2459981666
625	0.2459727393
626	0.2459722669
627	0.2459535822
628	0.2459389602
629	0.245918923
630	0.2459098178
631	0.2458890038
632	0.2458739588
633	0.2458446864
634	0.245828551
635	0.2458211453
636	0.2458109235
637	0.2457823636
638	0.2457732287
639	0.2457716262
640	0.2457345802
641	0.2457147005
642	0.2457039339
643	0.2456786054
644	0.2456612264
645	0.2456497702
646	0.2456492502
647	0.2456400022
648	0.2456122993
649	0.245574595
650	0.245562099
651	0.2455464276
652	0.2455381739
653	0.2455303965
654	0.2455090199
655	0.2454928748
656	0.2454689801
657	0.2454673405
658	0.2454532776
659	0.2454322016
660	0.2453968902
661	0.2453694596
662	0.2453553798
663	0.2453374582
664	0.2453151443
665	0.24529278
666	0.2452812275
667	0.2452599325
668	0.2452420681
669	0.2452266517
670	0.2452046819
671	0.2451794885
672	0.2451514083
673	0.2451227763
674	0.2450993762
675	0.2450833236
676	0.2450825117
677	0.2450514548
678	0.2450419135
679	0.2450189174
680	0.2449919771
681	0.2449905073
682	0.2449702911
683	0.2449345764
684	0.2449007275
685	0.244879479
686	0.2448537814
687	0.2448531871
688	0.2448352847
689	0.2448065425
690	0.2447901036
691	0.2447672923
692	0.2447407007
693	0.2447152518
694	0.2446967485
695	0.2446758235
696	0.2446394631
697	0.2446177387
698	0.2445912148
699	0.2445907158
700	0.2445903708
701	0.2445743394
702	0.2445610178
703	0.2445302301
704	0.2445108373
705	0.2445012446
706	0.2444873451
707	0.2444641217
708	0.2444339031
709	0.2444062702
710	0.2443755456
711	0.2443442453
712	0.2443272151
713	0.2442903399
714	0.2442683624
715	0.2442476689
716	0.2442339298
717	0.2442158034
718	0.2441868928
719	0.2441798319
720	0.244169165
721	0.2441610148
722	0.2441252031
723	0.2441143526
724	0.2440919781
725	0.2440838012
726	0.2440677969
727	0.2440473208
728	0.2440196174
729	0.2439953848
730	0.2439681565
731	0.2439312502
732	0.2439124028
733	0.2438948813
734	0.2438744964
735	0.2438432567
736	0.2438400804
737	0.2438076569
738	0.2437842298
739	0.243771813
740	0.24375866
741	0.2437380943
742	0.2437250682
743	0.2437178385
744	0.2437069839
745	0.2436937893
746	0.2436680169
747	0.2436478273
748	0.2436400868
749	0.2436135385
750	0.2435862993
751	0.243569551
752	0.2435378498
753	0.2435196289
754	0.2434991897
755	0.2434917103
756	0.2434682392
757	0.2434523187
758	0.2434391074
759	0.243423546
760	0.2433907398
761	0.243364121
762	0.2433381339
763	0.2433037695
764	0.2432934878
765	0.2432799131
766	0.2432614359
767	0.2432412299
768	0.2432409007
769	0.2432334559
770	0.2431970598
771	0.2431783122
772	0.2431572543
773	0.2431443132
774	0.2431276119
775	0.2431248799
776	0.2431213525
777	0.2431005274
778	0.2430906599
779	0.2430794165
780	0.2430549464
781	0.2430314164
782	0.2430309175
783	0.2430224055
784	0.2429952438
785	0.2429551104
786	0.2429423299
787	0.24293399
788	0.2429065376
789	0.242871005
790	0.242841945
791	0.2428154969
792	0.2427967984
793	0.2427821781
794	0.242763744
795	0.242756157
796	0.2427350408
797	0.2427347541
798	0.242710432
799	0.2426828151
800	0.242670851
801	0.2426424603
802	0.2426156343
803	0.2425993088
804	0.2425800334
805	0.2425483102
806	0.2425331701
807	0.2425065884
808	0.2425059623
809	0.2425050655
810	0.2424892296
811	0.2424736466
812	0.2424617879
813	0.2424534233
814	0.2424406924
815	0.242429031
816	0.2424005659
817	0.242353508
818	0.2423238767
819	0.2422972051
820	0.2422797514
821	0.2422464626
822	0.2422251097
823	0.2421944504
824	0.2421676592
825	0.2421352785
826	0.2421287411
827	0.2420993846
828	0.2420754682
829	0.2420559832
830	0.2420281616
831	0.2420237643
832	0.2420101037
833	0.2419855174
834	0.2419729231
835	0.2419575332
836	0.2419447653
837	0.2419431266
838	0.2419292867
839	0.2419192757
840	0.2419187716
841	0.2418969735
842	0.241868614
843	0.241852655
844	0.2418274544
845	0.2418216439
846	0.2418149826
847	0.2417825285
848	0.2417669209
849	0.2417665918
850	0.2417455568
851	0.2417168419
852	0.241697824
853	0.2416645707
854	0.2416378852
855	0.2416153032
856	0.2415946637
857	0.2415724248
858	0.2415440101
859	0.2415389274
860	0.2415382057
861	0.2415174045
862	0.2414957323
863	0.2414731874
864	0.2414602472
865	0.2414498551
866	0.2414466717
867	0.2413881473
868	0.2413834621
869	0.2413655833
870	0.2413416184
871	0.2413088987
872	0.2412864966
873	0.2412708141
874	0.2412470423
875	0.2412127359
876	0.2412032993
877	0.2411980517
878	0.2411977333
879	0.2411775891
880	0.2411689868
881	0.2411472277
882	0.2411225547
883	0.2410980673
884	0.2410787249
885	0.2410721716
886	0.2410683522
887	0.2410469734
888	0.2410202064
889	0.2409896564
890	0.2409519295
891	0.2409517277
892	0.2409350018
893	0.2408865734
894	0.2408561689
895	0.2408391878
896	0.2408326885
897	0.2408241044
898	0.2408095379
899	0.2407995597
900	0.2407657323
901	0.2407575993
902	0.2407502231
903	0.2407292519
904	0.240717492
905	0.2406703606
906	0.2406700262
907	0.2406476675
908	0.2406350407
909	0.2406033744
910	0.2405676662
911	0.2405362447
912	0.2405357405
913	0.2405051881
914	0.2404742344
915	0.2404672903
916	0.2404578305
917	0.2404208793
918	0.2403958112
919	0.2403954821
920	0.2403749806
921	0.2403604879
922	0.2403380652
923	0.2403367282
924	0.2403025802
925	0.2402905759
926	0.2402672402
927	0.2402522689
928	0.2402225185
929	0.2401973946
930	0.2401688219
931	0.2401391884
932	0.2401327778
933	0.2401003211
934	0.2400718813
935	0.2400497483
936	0.2400436206
937	0.2400342611
938	0.240006191
939	0.2399753146
940	0.2399567049
941	0.2399405262
942	0.2399123669
943	0.2398834523
944	0.2398708955
945	0.2398607359
946	0.2398191195
947	0.2398114474
948	0.2397847084
949	0.2397813729
950	0.2397609686
951	0.2397336368
952	0.2397282082
953	0.2397279799
954	0.2397187087
955	0.2396788377
956	0.2396641069
957	0.2396435845
958	0.2396227747
959	0.239589444
960	0.2395848508
961	0.2395580874
962	0.2395355728
963	0.2395074102
964	0.2394888649
965	0.2394777516
966	0.2394443806
967	0.2394329537
968	0.2394070105
969	0.2394041651
970	0.239376061
971	0.2393606035
972	0.2393571027
973	0.2393508431
974	0.2393345027
975	0.2393341949
976	0.2393159452
977	0.2392943542
978	0.2392755659
979	0.2392442011
980	0.239223427
981	0.2391958318
982	0.2391674085
983	0.2391667027
984	0.239153679
985	0.2391397857
986	0.2391158305
987	0.2391076895
988	0.2390941028
989	0.2390764799
990	0.2390762357
991	0.2390626101
992	0.2390442538
993	0.2390268835
994	0.2390216595
995	0.2389957727
996	0.2389893015
997	0.2389649256
998	0.2389364171
999	0.2389079653
