feature,mean_importance
feature_2,-0.0031293556816812456
feature_1,-0.0010441158019061272
feature_3_diff_feature_4,0.006120503770505335
feature_3,0.017149806590046335
feature_1_ratio_feature_3,0.019834841770185963
feature_4_ratio_feature_1,0.02106013595948154
feature_4_sum_feature_3,0.021174098616480286
feature_1_diff_feature_3,0.02150455271046477
feature_4_multiply_feature_3,0.024030621669696904
feature_2_diff_feature_3,0.026055518386560443
feature_3_ratio_feature_1,0.02766663951187876
feature_4,0.027878908850024982
feature_4_ratio_feature_2,0.03920473493534899
feature_2_ratio_feature_4,0.05181151649215149
