feature,mean_importance
feature_4_sum_feature_3,-0.026244561067362625
feature_2_diff_feature_3,-0.01351104754253315
feature_4_multiply_feature_3,-0.01332939337177556
feature_1,-0.009214425750931043
feature_3,-0.007248898996414688
feature_2,-0.003651442976836794
feature_2_ratio_feature_4,0.0006147464337606989
feature_1_diff_feature_3,0.0016367704819539475
feature_4_ratio_feature_1,0.003075422638647096
feature_3_ratio_feature_1,0.0034710693261051752
feature_4,0.004652205365096129
feature_3_diff_feature_4,0.005485044150611207
feature_1_ratio_feature_3,0.012997843468038195
feature_4_ratio_feature_2,0.015429936373998426
