feature,mean_importance
feature_2,0.0029324032577835307
feature_1,0.006167296637934805
feature_3_diff_feature_4,0.009875621877584553
feature_1_diff_feature_3,0.010820175690008047
feature_4_ratio_feature_2,0.011600538180286595
feature_3,0.01182676690010695
feature_4_sum_feature_3,0.02000905733794339
feature_4,0.026461992767977928
feature_1_ratio_feature_3,0.027268594764507846
feature_3_ratio_feature_1,0.030863956493167543
feature_2_ratio_feature_4,0.03520284518745107
feature_4_ratio_feature_1,0.03521228770790489
feature_4_multiply_feature_3,0.04549536984819095
feature_2_diff_feature_3,0.04690418815306916
