feature,mean_importance
feature_1,-0.005682923343346541
feature_2,-0.004860786990470023
feature_1_diff_feature_3,-0.003573115438711616
feature_3_diff_feature_4,0.00013598113345721362
feature_3_ratio_feature_1,0.0008480478036177131
feature_3,0.0035028620112239226
feature_1_ratio_feature_3,0.011948628663346112
feature_2_ratio_feature_4,0.01276021924811952
feature_4,0.015382293193040802
feature_4_ratio_feature_2,0.019403853358713186
feature_4_sum_feature_3,0.02370284158264092
feature_4_ratio_feature_1,0.02407082298345593
feature_4_multiply_feature_3,0.036597616910463746
feature_2_diff_feature_3,0.07287199783374217
