feature,mean_importance
feature_3,-0.005460726096843865
feature_1,-0.0008129259613503026
feature_2,0.0010063435068665694
feature_1_diff_feature_3,0.0036036629488244735
feature_4,0.005758625103398368
feature_4_ratio_feature_1,0.007947393599233613
feature_2_diff_feature_3,0.009461911039986531
feature_2_ratio_feature_4,0.010412925758293196
feature_3_diff_feature_4,0.02021414266689218
feature_1_ratio_feature_3,0.022433510684636244
feature_3_ratio_feature_1,0.030585215809398335
feature_4_ratio_feature_2,0.040711722566286405
feature_4_multiply_feature_3,0.04487411594229585
feature_4_sum_feature_3,0.05035256523585072
