feature,mean_importance
feature_1,-0.0007450208971277739
feature_2,0.0
feature_4,0.013341113768638446
feature_4_ratio_feature_1,0.02356842234226671
feature_4_ratio_feature_2,0.026324128746454324
feature_3_diff_feature_4,0.02721394322120847
feature_4_sum_feature_3,0.034348002340443454
feature_1_diff_feature_3,0.03927515344110147
feature_2_ratio_feature_4,0.04253591123640973
feature_3,0.05034732504209407
feature_3_ratio_feature_1,0.050701739488175204
feature_2_diff_feature_3,0.052202551934645444
feature_1_ratio_feature_3,0.058482136335580616
feature_4_multiply_feature_3,0.10020044546320206
