,0,1,2
intercept,-0.1379518319380465,1.8847778166632216,-1.7468259847251741
feature_1,-0.9893650709152689,0.570826164056393,0.41853890685887557
feature_2,1.0863066991346189,-0.24593558108632757,-0.840371118048292
feature_3,-1.692798817720438,-0.3584106714836623,2.0512094892041004
feature_4,-1.5360873636670676,-0.6889965624448481,2.2250839261119157
