,0,1,2
intercept,-0.1682826571526738,1.892153073841621,-1.7238704166889487
feature_1,-0.9623110651454785,0.49142612930093077,0.4708849358445484
feature_2,1.0659673274789592,-0.21940292526224475,-0.8465644022167145
feature_3,-1.6959694824770681,-0.2867925978167875,1.9827620802938564
feature_4,-1.6316719290715453,-0.6356827044142466,2.2673546334857906
