feature,mean_importance
feature_2,0.0
feature_4_ratio_feature_2,0.0
feature_2_ratio_feature_4,0.0
feature_1,0.0016376885054134025
feature_3_diff_feature_4,0.00396549324949713
feature_4_ratio_feature_1,0.0402856573369957
feature_4_sum_feature_3,0.04281985579420312
feature_3_ratio_feature_1,0.043319385067353465
feature_3,0.05394277761966324
feature_1_diff_feature_3,0.055386862469734024
feature_1_ratio_feature_3,0.09168807929754946
feature_2_diff_feature_3,0.13494263993872993
feature_4,0.13853782366322578
feature_4_multiply_feature_3,0.1896252283030348
